,Title,URL,Sources,Authors,Keywords,Abstract
73,A stochastic propagation model to the energy dependent rapid temporal behaviour of Cygnus X-1 as observed by AstroSat in the hard state,https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.2964M,['Cygnus X-1'],"Maqbool, B., Mudambi, S. P., Misra, R., Yadav, J. S., Gudennavar, S. B., Bubbly, S. G., Rao, A., Jogadand, S., Patil, M. K., Bhattacharyya, S., & Singh, K. P.","accretion, accretion discs, black hole physics, X-rays: binaries, X-rays: individual: Cygnus X-1, Astrophysics - High Energy Astrophysical Phenomena","We report the results from analysis of six observations of Cygnus X-1 by Large Area X-ray Proportional Counter (LAXPC) and Soft X-ray Telescope (SXT) onboard AstroSat, when the source was in the hard spectral state as revealed by the broad-band spectra. The spectra obtained from all the observations can be described by a single-temperature Comptonizing region with disc and reflection components. The event mode data from LAXPC provides unprecedented energy dependent fractional root mean square (rms) and time-lag at different frequencies which we fit with empirical functions. We invoke a fluctuation propagation model for a simple geometry of a truncated disc with a hot inner region. Unlike other propagation models, the hard X-ray emission (>4 keV) is assumed to be from the hot inner disc by a single-temperature thermal Comptonization process. The fluctuations first cause a variation in the temperature of the truncated disc and then the temperature of the inner disc after a frequency dependent time delay. We find that the model can explain the energy dependent rms and time-lag at different frequencies."
74,ICE SXT vs. ICESh95: Co-existence of Integrative and Conjugative Elements and Competition for a New Host,https://ui.adsabs.harvard.edu/abs/2019NatSR...9.8045P,"['ICESh95', 'ICESh392']","Parmeciano DI Noto, G., Iriarte, A., Ramírez, M. S., Centrón, D., & Quiroga, C.",,"Integrative and conjugative elements (ICEs) are mobile genetic elements that contribute to horizontal gene transfer. The aim of this work was to study different types of ICEs in clinical isolates of the emergent pathogen Shewanella spp., to compare their transfer efficiency and their ability to integrate a new host. Here we show that 3 out of 10 clinical isolates contained an ICE. Two of these elements were similar to ICEs from the SXT/R391 family and the other one was similar to ICESh95, a hybrid platform. Mating assays showed that these elements co-exist for several generations in the same host. Furthermore, transfer rates and competition assays between ICESh95 and ICESh392, an SXT-like element, suggest that the latter has evolved into a well-oiled machine that efficiently spread to different bacteria. Our results provide strong evidence of the role that ICEs play in the dissemination of genetic traits in nature and the implications that they have in the global threat of antimicrobial resistance."
75,Systemic inflammation is associated with malaria and preterm birth in women living with HIV on antiretrovirals and co-trimoxazole,https://ui.adsabs.harvard.edu/abs/2019NatSR...9.6758M,[],"McDonald, C. R., Weckman, A. M., Conroy, A. L., Olwoch, P., Natureeba, P., Kamya, M. R., Havlir, D. V., Dorsey, G., & Kain, K. C.",,"Women living with HIV (WLHIV) have an increased risk of malaria in pregnancy (MiP). It is unclear if MiP in WLHIV causes a systemic inflammatory response and increases the risk of adverse birth outcomes, especially for women receiving antiretroviral therapy (ART) and daily trimethoprim-sulfamethoxazole (TMP/SXT). We analyzed repeated plasma samples in a cohort of malaria-exposed Ugandan WLHIV receiving ART and daily TMP/SXT to examine changes in inflammatory markers across pregnancy and their association with birth outcomes. Concentrations of CHI3L1, CRP, IL-18BP, IL-6, sICAM-1, and sTNFR2 were quantified by ELISA in 1115 plasma samples collected over pregnancy from 326 women. MiP was associated with increased sTNFR2, sICAM-1 and IL-18BP concentrations across pregnancy. Women who delivered preterm had elevated concentrations of sTNFR2 and altered levels of IL-6 during pregnancy. Women with sTNFR2 concentrations in the highest quartile within 6 weeks of delivery had an increased relative risk of preterm birth. Our results indicate that despite daily TMP/SXT, MiP in WLHIV induced a systemic inflammatory response that was associated with an increased risk of preterm birth. These findings highlight the need for additional strategies to protect WLHIV from malaria infection in pregnancy to promote healthy outcomes for mother and child."
76,Investigation of the globular cluster NGC 2808 with the Ultra-Violet Imaging Telescope,https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.2877J,['NGC 2808'],"Jain, R., Vig, S., & Ghosh, S. K.","techniques: photometric, Hertzsprung-Russell and colour-magnitude diagrams, stars: horizontal branch, globular clusters: individual: NGC 2808, Astrophysics - Solar and Stellar Astrophysics, Astrophysics - Astrophysics of Galaxies","Globular clusters represent stellar laboratories where observations can be used to validate models of stellar evolution. In this study, we put forth new ultraviolet (UV) photometric results of stars in the Galactic globular cluster NGC 2808. NGC 2808 is known to host multiple stellar populations that include at least four distinct groups of horizontal branch (HB) stars. We have observed this cluster with the AstroSat-UltraViolet Imaging Telescope in two far-UV (FUV) and five near-UV (NUV) filters, respectively. These UV filters enable the identification of HB populations of stars. The results from four NUV filters exhibit bimodal distributions in magnitude histograms. The nature of bimodality has been investigated on the basis of distinct stellar types contributing to those bands. The colour-magnitude diagrams constructed using FUV and NUV filters enable the location of hot stellar populations, viz. stars belonging to red HB (RHB), blue HB, extreme HB, blue hook branch, and post-asymptotic giant branch. Prominent gaps are observed in the UV colour-magnitude diagrams. We report for the first time a photometric gap in an NUV colour-magnitude diagram that segregates the RHB population of this cluster into two groups that are likely to be associated with distinct generations of stars. We also investigate the spatial density distributions of various groups of stars in the cluster and comment on the proposed formation models of multiple populations."
77,Detection of a White Dwarf Companion to a Blue Straggler Star in the Outskirts of Globular Cluster NGC 5466 with the Ultraviolet Imaging Telescope (UVIT),https://ui.adsabs.harvard.edu/abs/2019ApJ...876...34S,"['NH 84', 'NGC 5466', 'BSS NH 84', 'GAIA DR2', 'NGC 5466']","Sahu, S., Subramaniam, A., Simunovic, M., Postma, J., Côté, P., Kameswera Rao, N., Geller, A. M., Leigh, N., Shara, M., Puzia, T. H., & Stetson, P. B.","blue stragglers, globular clusters: individual: NGC 5466, binaries: general, ultraviolet: stars, white dwarfs, Astrophysics - Solar and Stellar Astrophysics, Astrophysics - Astrophysics of Galaxies","We report the discovery of a hot white dwarf (WD) companion to a blue straggler star (BSS) in the globular cluster (GC) NGC 5466, based on observations from the Ultra-Violet Imaging Telescope (UVIT) on board AstroSat. The Spectral Energy Distribution (SED) of the Far-UV detected BSS NH 84 was constructed by combining the flux measurements from four filters of UVIT, with GALEX, GAIA, and other ground-based observations. The SED of NH 84 reveals the presence of a hot companion to the BSS. The temperature and radius of the BSS (T {}<SUB>eff</SUB>}={8000}<SUB>-250</SUB><SUP>+1000</SUP> K, R/R {}<SUB>⊙ </SUB>=1.44+/- 0.05) derived from Gemini spectra and SED fitting using Kurucz atmospheric models are consistent with each other. The temperature and radius of the hotter companion of NH 84 (T {}<SUB>eff</SUB>}={{32,000}}+/- 2000 K, R/R {}<SUB>⊙ </SUB>=0.021+/- 0.007) derived by fitting Koester WD models to the SED suggest that it is likely to be a hot WD. The radial velocity derived from the spectra along with the proper motion from GAIA DR2 confirms NH 84 to be a kinematic member of the cluster. This is the second detection of a BSS-WD candidate in a GC, and the first in the outskirts of a low-density GC. The location of this BSS in NGC 5466 along with its dynamical age supports the mass-transfer pathway for BSS formation in low-density environments."
78,Antimicrobial agent susceptibilities of Legionella pneumophila MLVA-8 genotypes,https://ui.adsabs.harvard.edu/abs/2019NatSR...9.6138S,"['Gt15', 'MLVA-8']","Sharaby, Y., Nitzan, O., Brettar, I., Höfle, M. G., Peretz, A., & Halpern, M.",,"Legionella pneumophila causes human lung infections resulting in severe pneumonia. High-resolution genotyping of L. pneumophila isolates can be achieved by multiple-locus variable-number tandem-repeat analysis (MLVA-8). Legionella infections in humans occur as a result of inhalation of bacteria-containing aerosols, thus, our aim was to study the antimicrobial susceptibilities of different MLVA-8 genotypes to ten commonly used antimicrobial agents in legionellosis therapy. Epidemiological cut-off values were determined for all antibiotics. Significant differences were found between the antimicrobial agents' susceptibilities of the three studied environmental genotypes (Gt4, Gt6, and Gt15). Each genotype exhibited a significantly different susceptibility profile, with Gt4 strains (Sequence Type 1) significantly more resistant towards most studied antimicrobial agents. In contrast, Gt6 strains (also Sequence Type 1) were more susceptible to six of the ten studied antimicrobial agents compared to the other genotypes. Our findings show that environmental strains isolated from adjacent points of the same water system, exhibit distinct antimicrobial resistance profiles. These differences highlight the importance of susceptibility testing of Legionella strains. In Israel, the most extensively used macrolide for pneumonia is azithromycin. Our results point at the fact that clarithromycin (another macrolide) and trimethoprim with sulfamethoxazole (SXT) were the most effective antimicrobial agents towards L. pneumophila strains. Moreover, legionellosis can be caused by multiple L. pneumophila genotypes, thus, the treatment approach should be the use of combined antibiotic therapy. Further studies are needed to evaluate specific antimicrobial combinations for legionellosis therapy."
79,Probing the Cyclotron line characteristics of 4U 1538-522 using AstroSat-LAXPC,https://ui.adsabs.harvard.edu/abs/2019MNRAS.484L...1V,['4U 1538-522'],"Varun, Maitra, C., Pragati, P., Harsha, R., & Biswajit, P.","binaries : general, radiation mechanism : non-thermal, (stars:) pulsars : general, (stars:) pulsars : individual : 4U 1538-522, X-rays : stars, Astrophysics - High Energy Astrophysical Phenomena","We report the first report on cyclotron line studies with the LAXPC instrument onboard AstroSat of the high-mass X-ray binary pulsar 4U 1538-52. During the observation of source that spanned about 1 d with a net exposure of 50 ks, the source X-ray flux remained constant. Pulse profile is double peaked in low-energy range and has a single peak in high-energy range, the transition taking place around the cyclotron line energy of the source. Cyclotron scattering feature (CRSF) is detected at ∼22 keV with a very high significance in phase-averaged spectrum. It is one of the highest signal to noise ratio detections of CRSF for this source. We performed detailed pulse-phase-resolved spectral analysis with 10 independent phase bins. We report the results of pulse-phase-resolved spectroscopy of the continuum and CRSF parameters. The cyclotron line parameters show pulse phase dependence over the entire phase with a CRSF energy variation of {∼ }13{{ per cent}}, which is in agreement with previous studies. We also confirm the increase in the centroid energy of the CRSF observed between the 1996-2004 (RXTE) and the 2012 (Suzaku) observations, reinforcing that the increase was a long-term change."
80,AstroSat-CZTI Detection of Variable Prompt Emission Polarization in GRB 171010A,https://ui.adsabs.harvard.edu/abs/2019ApJ...874...70C,['GRB 171010'],"Chand, V., Chattopadhyay, T., Oganesyan, G., Rao, A. R., Vadawale, S. V., Bhattacharya, D., Bhalerao, V. B., & Misra, K.","gamma-ray burst: general, gamma-ray burst: individual: GRB 171010A, polarization, radiation mechanisms: non-thermal, Astrophysics - High Energy Astrophysical Phenomena","We present a spectropolarimetric analysis of GRB 171010A using data from AstroSat, Fermi, and Swift to provide insights into the physical mechanisms of the prompt radiation and jet geometry. The prompt emission from GRB 171010A was very bright (fluence >10<SUP>-4</SUP> erg cm<SUP>-2</SUP>) and had a complex structure that was composed of the superimposition of several pulses. The energy spectra deviate from the typical Band function to show a low-energy peak ∼15 keV, which we interpret as a power law with two breaks, with a synchrotron origin. Alternatively, the prompt spectra can also be interpreted as Comptonized emission, or a blackbody combined with a Band function. A time-resolved analysis confirms the presence of the low-energy component, while the peak energy is found to be confined in the range of 100-200 keV. The afterglow emission detected by Fermi-LAT is typical of an external shock model, and we constrain the initial Lorentz factor using the peak time of the emission. Swift-XRT measurements of the afterglow show an indication for a jet break, allowing us to constrain the jet opening angle to <6°. The detection of a large number of Compton-scattered events by AstroSat-CZTI provides an opportunity to study the hard X-ray polarization of the prompt emission. We find that the burst has a high time-variable polarization, and the emission has a higher polarization at energies above the peak energy. We discuss all observations in the context of GRB models and polarization arising as a result of physical or geometric effects: synchrotron emission from multiple shocks with ordered or random magnetic fields, a jet dominated by Poynting flux that undergoes abrupt magnetic dissipation, subphotospheric dissipation, a jet consisting of fragmented fireballs, and the Comptonization model."
81,Thermonuclear X-ray bursts in rapid succession in 4U 1636-536 with AstroSat-LAXPC,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.4397B,['4U 1636-536'],"Beri, A., Paul, B., Yadav, J. S., Antia, H. M., Agrawal, P. C., Manchanda, R. K., Dedhia, D., Chauhan, J. V., Pahari, M., Misra, R., Katoch, T., Madhwani, P., Shah, P., & Varun, M.","accretion, accretion discs, stars: neutron, X-rays: binaries, X-rays: bursts, X-rays: individual: 4U 1636—536, Astrophysics - High Energy Astrophysical Phenomena","We present results from an observation of the low-mass X-ray binary 4U 1636-536 obtained with the LAXPC instrument aboard AstroSat. The observations of 4U 1636-536 made during the performance verification phase of AstroSat showed seven thermonuclear X-ray bursts in a total exposure of ∼65 ks over a period of about two consecutive days. Moreover, the light curve of 4U 1636-536 revealed the presence of a rare triplet of X-ray bursts, having a wait time of about 5.5 min between the second and the third bursts. We also present results from time-resolved spectroscopy performed during these seven X-ray bursts. In addition, we have also detected a transient quasi-periodic oscillation at ∼5 Hz. However, we did not find any evidence of kilo-hertz quasi-periodic oscillations and/or X-ray burst oscillations, perhaps due to the hard spectral state of the source during this observation."
82,LAXPC/AstroSat Study of ∼1 and ∼2 mHz Quasi-periodic Oscillations in the Be/X-Ray Binary 4U 0115+63 during Its 2015 Outburst,https://ui.adsabs.harvard.edu/abs/2019ApJ...872...33R,['4U 0115+63'],"Roy, J., Agrawal, P. C., Iyer, N. K., Bhattacharya, D., Yadav, J. S., Antia, H. M., Chauhan, J. V., Choudhury, M., Dedhia, D. K., Katoch, T., Madhavani, P., Manchanda, R. K., Misra, R., Pahari, M., Paul, B., & Shah, P.","pulsars: individual: 4U 0115+63, stars: emission-line, Be, X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena","The Be/X-ray binary 4U 0115+63 was observed by the Large Area X-ray Proportional Counter (LAXPC) instrument on AstroSat on 2015 October 24 during the peak of a giant Type II outburst. Prominent intensity oscillations at ∼1 and ∼2 mHz frequency were detected during the outburst. Nuclear Spectroscopic Telescope Array (NuSTAR) observations made during the same outburst also show millihertz quasi-periodic oscillations (QPOs). Details of the oscillations and their characteristics deduced from LAXPC/AstroSat and NuSTAR observations are reported in this paper. Analysis of the archival Rossi X-ray Timing Explorer/Proportional Counter Array data during 2001-2011 also show the presence of millihertz QPOs during some of the outbursts, and details of these QPOs are also reported. Possible models to explain the origin of the millihertz oscillations are examined. Similar QPOs, albeit at higher frequencies, have been reported from other neutron star and black hole sources, and both may have a common origin. Current models to explain the instability in the inner accretion disk causing the intense oscillations are discussed."
83,The Period Change of Cyg X-3,https://ui.adsabs.harvard.edu/abs/2019ApJ...871..244A,['Cyg X-3'],"Antokhin, I. I., & Cherepashchuk, A. M.","accretion, accretion disks, binaries: close, stars: individual: Cyg X-3, X-rays: binaries, Astrophysics - High Energy Astrophysical Phenomena, Astrophysics - Solar and Stellar Astrophysics","By using available archival X-ray data, we significantly extended the list of times of X-ray minima. The new list includes 65 data points obtained by critically reanalyzing RXTE ASM data, 88 data points based on observations by MAXI, and 2 data points based on observations by SUZAKU and AstroSat. Analyzing the data along with times of X-ray minima available from the literature, we provide the most accurate estimate of the rate of period change to date. We do not confirm the existence of a second derivative of the orbital period suggested by some authors earlier. Instead, we find that the changes in the period can be fit by a sum of quadratic and sinusoidal functions. The period of sinusoidal variations is 15.79 yr. They can be related either to apsidal motion in the close binary with eccentricity e ≃ 0.03 or to the presence of a third body with a mass of about 0.7 M <SUB>☉</SUB> located at a distance ∼16 au from the close binary."
84,AstroSat SXT Observations of Her X-1,https://ui.adsabs.harvard.edu/abs/2019ApJ...871..152L,['Her X-1'],"Leahy, D. A., & Chen, Y.","binaries: eclipsing, stars: individual: HZ Her&amp;Her X-1, stars: neutron","Two observations of the X-ray binary system Her X-1 by the AstroSat Soft X-ray Telescope were carried out in 2017. The first was during Low State and Turn-On, the second was during Main High State without and with dips. During Main High without dips, the power-law continuum, 1 keV emission line complex, and soft blackbody-like emission from Her X-1 are detected. Evidence is found in the spectrum for a highly ionized absorber, consistent with the recently detected corona in Her X-1. The X-ray spectra from different states are compared. The 6.4 keV fluorescent iron line is clearly detected in Low State. The different spectrum components are highly variable between states."
85,Multi-Wavelength Observations of a Large Solar Flare,https://ui.adsabs.harvard.edu/abs/2019OAP....32..114C,"['NOAA 9087', 'M6']","Chornogor, S. N., & Kondrashova, N. N.","active regions, solar flares, magnetic reconnections, multi-wavelength observations.","We present the results of the multiwavelength study of the two-ribbon solar flare on July 19, 2000 in the active region NOAA 9087. The evolution and morphological properties of the flare productive active region have been analyzed. The active region was growing rapidly and showed a complex multipolar magnetic field configuration. It was large, producing many events, including the flare under consideration. The 3N/M6.4 two-ribbon flare was a prominent, long duration event in the active region evolution. According to Solar Geophysical Data (SGD) the flare lasted 2.5 hours. The flare energy release took place in many sites of the active region. We used combination of data from space and ground based observatories for study. The hard X-ray (HXR) and soft X-ray (SXR) data were obtained at the Yohkoh Telescopes (HXT and SXT) and Geostationary Operational Environmental Satellite (GOES). The fulldisk magnetograms and EUV-images were provided by the Solar and Heliospheric Observatory (SOHO) Michelson Doppler Imager (MDI) and Extreme ultraviolet Imaging Telescope (EIT). We used the H α filtergrams from the Meudon spectroheliograph and white light images of Big Bear Solar Observatory (BBSO). All the data show continuously evolving SXR, EUV and H α features during the flare. The HXR and the type III radio bursts were observed at the flare onset. The first H α flare kernels and the surge, connected with the filament eruption, were initiated near a large positive-polarity sunspot. The main bright kernels of the flare occurred at the centre of the active region near magnetic neutral line, after that the flare ribbons appeared along it. It was found that HXR coronal source was located along a magnetic polarity inversion line of the active region. EUV loop structures indicate the observational evidence of a magnetic reconnection during the main phase of the flare."
86,UVIT-HST-GAIA view of NGC 288: a census of the hot stellar population and its properties from UV,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1080S,"['GAIA DR2', 'NGC 288']","Sahu, S., Subramaniam, A., Côté, P., Rao, N. K., & Stetson, P. B.","stars: blue stragglers, stars: horizontal branch, stars: Hertzsprung-Russell and colour-magnitude diagrams, globular clusters: individual: NGC 288, ultraviolet: stars, stars: imaging, catalogues, Astrophysics - Solar and Stellar Astrophysics, Astrophysics - Astrophysics of Galaxies","A complete census of the blue horizontal branch (BHB) and blue straggler star (BSS) population within a 10' radius from the centre of the globular cluster NGC 288 is presented, based on images from the Ultraviolet Imaging Telescope (UVIT). The UV and UV-optical colour-magnitude diagrams (CMDs) are constructed by combining the UVIT, HST-ACS and ground data and are compared with the Bag of Stellar Tracks and Isochrones (BaSTI) isochrones generated for UVIT filters. We used stellar proper motion data from GAIA DR2 to select the cluster members. Our estimations of the temperature distribution of 110 BHB stars reveal two peaks, with the main peak at T<SUB>eff</SUB> ˜ 10 300 K, and with the distribution extending up to T<SUB>eff</SUB> ˜ 18 000 K. We identify the well-known photometric gaps, including the Grundahl jump (G-jump) in the BHB distribution, which are located between the peaks. We detect a plateau in the far-ultraviolet (FUV) magnitude for stars hotter than T<SUB>eff</SUB> ˜ 11 500 K (G-jump), which could be caused by atomic diffusion. We detect two extreme horizontal branch (EHB) candidates, with temperatures ranging from 29 000 to 32 000 K. The radial distribution of 68 BSSs suggests that the bright BSSs are more centrally concentrated than the faint BSSs and the BHB stars. We find that the BSSs have a mass range of 0.86-1.25 M<SUB>⊙</SUB> and an age range of 2-10 Gyr, with peaks at 1 M<SUB>⊙</SUB> and 4 Gyr respectively. This study showcases the importance of combining UVIT with HST, ground and GAIA data in deriving HB and BSS properties."
87,Study of Timing Evolution from Nonvariable to Structured Large-amplitude Variability Transition in GRS 1915 + 105 Using AstroSat,https://ui.adsabs.harvard.edu/abs/2019ApJ...870....4R,['GRS 1915+105'],"Rawat, D., Pahari, M., Yadav, J. S., Jain, P., Misra, R., Bagri, K., Katoch, T., Agrawal, P. C., & Manchanda, R. K.","accretion, accretion disks, black hole physics, X-rays: binaries, X-rays: individual: GRS 1915 + 105 LAXPC&amp;AstroSat, Astrophysics - High Energy Astrophysical Phenomena","In this work, we present a ∼90 ks continuous monitoring of the Galactic microquasar GRS 1915 + 105 with AstroSat when the source undergoes a major transition from a nonvariable, χ class (similar to radio-quiet χ class) to a structured, large-amplitude, periodic heartbeat state (similar to ρ class). We show that such a transition takes place via an intermediate state when the large-amplitude, irregular variability of the order of hundreds of seconds in the soft X-ray band turned into 100-150 s regular, structured, nearly periodic flares. The properties of strong low-frequency (LF) quasi-periodic oscillation (QPO) in the frequency range 3-5 Hz also evolve marginally during these variability transitions. We also study time-lag and rms spectra at the QPO and harmonic component and the dynamic power spectra. We note a few important differences between the heartbeat state and the ρ class. Interestingly, the time-averaged LF QPO properties in the hard X-ray band are relatively stable in three states when compared to the significant evolution observed in the slow variability properties at millihertz frequencies. Such relative stability of LF QPOs implies that the inner disk-corona coupled accretion flow, which determines the LF QPO properties, may be uninterrupted by the launch of long, large-amplitude flares."
